district,state,year,name,party_name,incumbent,winner
Baghpat,Uttar Pradesh,1980,RAM CHANDRA VIKAL,INDIAN NATIOANL CONGRESS (I),0,0
Bahraich,Uttar Pradesh,1980,MULANA SAIYAD MUZAFFAR HUSSAIN,INDIAN NATIOANL CONGRESS (I),0,1
Balaghat,Madhya Pradesh,1980,NANDKISHORE SHARMA,INDIAN NATIOANL CONGRESS (I),0,1
Balangir,Orissa,1980,NITYANANDA MISHRA,INDIAN NATIOANL CONGRESS (I),0,1
Balasore,Orissa,1980,CHINTAMANI JENA,INDIAN NATIOANL CONGRESS (I),0,1
Ballia,Uttar Pradesh,1980,JAGANNATH CHAUDHARY,INDIAN NATIOANL CONGRESS (I),0,0
Balrampur,Uttar Pradesh,1980,CHANDRA BHAL MANI TEWARI,INDIAN NATIOANL CONGRESS (I),1,1
Banaskantha,Gujarat,1980,BHERAVDAN KHETDANJI GADHAVI,INDIAN NATIOANL CONGRESS (I),0,1
Banda,Uttar Pradesh,1980,RAM NATH DUBEY,INDIAN NATIOANL CONGRESS (I),0,1
Bangalore,Karnataka,1980,C.K. JAFFAR SHARIEF,INDIAN NATIOANL CONGRESS (I),0,1
Bangalore Rural,Karnataka,1980,M.V. CHANDRASEKHARA MURTHY,INDIAN NATIOANL CONGRESS (I),0,1
Banka,Bihar,1980,CHANDRA SHEKHAR SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Bankura,West Bengal,1980,TULSI DAS MANDAL,INDIAN NATIOANL CONGRESS (I),0,0
Banswara,Rajasthan,1980,BHIKHA BHAI,INDIAN NATIOANL CONGRESS (I),0,1
Barabanki,Uttar Pradesh,1980,BAIJNATH KUREEL,INDIAN NATIOANL CONGRESS (I),0,0
Bardhaman,West Bengal,1980,SURYA KUMAR ROY,INDIAN NATIOANL CONGRESS (I),0,0
Bareilly,Uttar Pradesh,1980,RAM SINGH KHANNA,INDIAN NATIOANL CONGRESS (I),0,0
Barmer,Rajasthan,1980,VIRDHI CHAND,INDIAN NATIOANL CONGRESS (I),0,1
Bastar,Chhattisgarh,1980,LAXMAN KARMA,INDIAN NATIOANL CONGRESS (I),0,1
Basti,Uttar Pradesh,1980,KALPNATH,INDIAN NATIOANL CONGRESS (I),0,1
Bathinda,Punjab,1980,HAKAM SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Begusarai,Bihar,1980,KRISHNA SHAHI,INDIAN NATIOANL CONGRESS (I),0,1
Belgaum,Karnataka,1980,SIDNAL SHANMUKHAPPA BASAPPA,INDIAN NATIOANL CONGRESS (I),0,1
Bellary,Karnataka,1980,R.Y. GHORPADE,INDIAN NATIOANL CONGRESS (I),0,1
Betul,Madhya Pradesh,1980,GUFRAN AZAM,INDIAN NATIOANL CONGRESS (I),0,1
Bhadrak,Orissa,1980,ARJUN CHARAN SETHI,INDIAN NATIOANL CONGRESS (I),0,1
Bhagalpur,Bihar,1980,BHAGWAT JHA AZAD,INDIAN NATIOANL CONGRESS (I),0,1
Bhandara,Maharashtra,1980,PARDHIR KESHAORAO ATMARAMJI,INDIAN NATIOANL CONGRESS (I),0,1
Bharatpur,Rajasthan,1980,JAGANNATH PERSAD PAHADIA,INDIAN NATIOANL CONGRESS (I),0,1
Bharuch,Gujarat,1980,PATEL AHMEDBHAI MOHAMMEDBHAI,INDIAN NATIOANL CONGRESS (I),0,1
Bhavnagar,Gujarat,1980,GOHIL GIGABHAI BHAVUBHAI,INDIAN NATIOANL CONGRESS (I),0,1
Bhilwara,Rajasthan,1980,GIRDHARI LAL,INDIAN NATIOANL CONGRESS (I),0,1
Bhimnagar,Uttar Pradesh,1980,BIJENDRA PAL SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Bhind,Madhya Pradesh,1980,KALICHARAN SHARMA,INDIAN NATIOANL CONGRESS (I),0,1
Bhiwani,Haryana,1980,BANSI LAL,INDIAN NATIOANL CONGRESS (I),0,1
Bhojpur and Rohtas,Bihar,1980,BUDHDEO SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Bid,Maharashtra,1980,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,INDIAN NATIOANL CONGRESS (I),0,1
Bidar,Karnataka,1980,NARSING HULLA,INDIAN NATIOANL CONGRESS (I),0,1
Bijapur,Karnataka,1980,CHOUDHARI KALINGAPPA BHIMANNA,INDIAN NATIOANL CONGRESS (I),1,1
Bijnor,Uttar Pradesh,1980,BABU RAM,INDIAN NATIOANL CONGRESS (I),0,0
Bikaner,Rajasthan,1980,MANFOOL SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Bilaspur,Chhattisgarh,1980,GODIL PRASAD ANURAGI,INDIAN NATIOANL CONGRESS (I),0,1
Birbhum,West Bengal,1980,PRANAB KUMAR MUKHERJEE,INDIAN NATIOANL CONGRESS (I),0,0
Budaun,Uttar Pradesh,1980,MOHAMMAD ASRAR AHMAD,INDIAN NATIOANL CONGRESS (I),0,1
Bulandshahr,Uttar Pradesh,1980,KR. SURENDRA PAL SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Buldhana,Maharashtra,1980,WASNIK BALKRISHNA RAMCHANDRA,INDIAN NATIOANL CONGRESS (I),0,1
Buxar,Bihar,1980,K. K. TIWARI,INDIAN NATIOANL CONGRESS (I),0,1
Cachar,Assam,1980,SANTOSH MOHAN DEV (RANA DEV),INDIAN NATIOANL CONGRESS (I),0,1
Chamarajanagar,Karnataka,1980,V. SREENIVASA PRASAD,INDIAN NATIOANL CONGRESS (I),0,1
Champaran,Bihar,1980,BHOLA RAUT,INDIAN NATIOANL CONGRESS (I),0,1
Chandauli,Uttar Pradesh,1980,UPENDRA PRATAP,INDIAN NATIOANL CONGRESS (I),0,0
Chandigarh,Chandigarh,1980,JAGAN NATH KASUHAL,INDIAN NATIOANL CONGRESS (I),0,1
Chandrapur,Maharashtra,1980,SHANTARAM POTDUKHE,INDIAN NATIOANL CONGRESS (I),0,1
Chatra,Bihar,1980,RANJIT SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Chennai,Tamil Nadu,1980,VENKATARAMAN R.,INDIAN NATIOANL CONGRESS (I),1,1
Chhatarpur,Madhya Pradesh,1980,CHATURVEDI VIDYAWATI,INDIAN NATIOANL CONGRESS (I),0,1
Chhatrapati Shahuji Maharaj Nagar,Uttar Pradesh,1980,SANJAY GANDHI,INDIAN NATIOANL CONGRESS (I),0,1
Chhindwara,Madhya Pradesh,1980,KAMAL NATH,INDIAN NATIOANL CONGRESS (I),0,1
Chikkamagaluru,Karnataka,1980,D.M. PUTTEGOWDA,INDIAN NATIOANL CONGRESS (I),0,1
Chitradurga,Karnataka,1980,K. MALLANNA,INDIAN NATIOANL CONGRESS (I),1,1
Chittaurgarh,Rajasthan,1980,NRIMALA KUMARI,INDIAN NATIOANL CONGRESS (I),0,1
Chittoor,Andhra Pradesh,1980,PASALA PENCHALAIAH,INDIAN NATIOANL CONGRESS (I),0,1
Churu,Rajasthan,1980,CHANDAN MAL BAID,INDIAN NATIOANL CONGRESS (I),0,0
Cooch Behar,West Bengal,1980,AMBIKA CHARAN ROY,INDIAN NATIOANL CONGRESS (I),0,0
Cuddalore,Tamil Nadu,1980,MUTHUKUMARAN R.,INDIAN NATIOANL CONGRESS (I),0,1
Cuddapah,Andhra Pradesh,1980,P. PARTHASARATHY,INDIAN NATIOANL CONGRESS (I),1,1
Cuttack,Orissa,1980,JANAKI BALLAV PATNAIK,INDIAN NATIOANL CONGRESS (I),0,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,1980,MAHALA RAMJI POTLA,INDIAN NATIOANL CONGRESS (I),0,1
Dahod,Gujarat,1980,DAMOR SOMJIBHAI PUNJABHAI,INDIAN NATIOANL CONGRESS (I),0,1
Dakshina Kannada,Karnataka,1980,JANARDHANA POOJARI,INDIAN NATIOANL CONGRESS (I),1,1
Damoh,Madhya Pradesh,1980,PRABHUNARAYAN RAMDHAN,INDIAN NATIOANL CONGRESS (I),0,1
"Darbhanga, Samastipur, and Madhubani",Bihar,1980,HARI NATH MISHRA,INDIAN NATIOANL CONGRESS (I),0,1
Darjeeling,West Bengal,1980,K.B. CHETTRI,INDIAN NATIOANL CONGRESS (I),0,0
Dausa,Rajasthan,1980,NAWAL KISHORE SHARMA,INDIAN NATIOANL CONGRESS (I),0,1
Davangere,Karnataka,1980,T.V. CHANDRASHEKHARAPPA,INDIAN NATIOANL CONGRESS (I),0,1
Deogarh,Bihar,1980,NARAYAN SAHU,INDIAN NATIOANL CONGRESS (I),0,1
Deoria,Uttar Pradesh,1980,RAM NAGINA MISRA,INDIAN NATIOANL CONGRESS (I),0,1
Dhanbad,Bihar,1980,YOGESHWAR PRASAD 'YOGESH',INDIAN NATIOANL CONGRESS (I),0,0
Dhar,Madhya Pradesh,1980,FATEHBHANUSINH S/O RAMSINH,INDIAN NATIOANL CONGRESS (I),0,1
Dharmapuri,Tamil Nadu,1980,RAMAMURTHY K.,INDIAN NATIOANL CONGRESS (I),0,1
Dharwad,Karnataka,1980,MOHSIN FAKRUDDINSAB HUSSENSAB,INDIAN NATIOANL CONGRESS (I),0,1
Dhenkanal,Orissa,1980,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA,INDIAN NATIOANL CONGRESS (I),0,1
Dhule,Maharashtra,1980,BHOYE RESHMA MOTIRAM,INDIAN NATIOANL CONGRESS (I),0,1
Dindigul,Tamil Nadu,1980,SANAPATHI GOUNDAR A.,INDIAN NATIOANL CONGRESS (I),0,1
Dumka,Bihar,1980,PRITHIVI CHAND KISKU,INDIAN NATIOANL CONGRESS (I),0,0
East Godavari,Andhra Pradesh,1980,SANJEEVI RAO M.S.,INDIAN NATIOANL CONGRESS (I),0,1
East Nimar,Madhya Pradesh,1980,SHIVKUMARSINGH NAWAL SINGH,INDIAN NATIOANL CONGRESS (I),0,1
East Singhbhum,Bihar,1980,V.G. GOPAL,INDIAN NATIOANL CONGRESS (I),0,0
Erode,Tamil Nadu,1980,THIRUVANKADAM N.R.,INDIAN NATIOANL CONGRESS (I),0,0
Etah,Uttar Pradesh,1980,RAMSWARUP SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Etawah,Uttar Pradesh,1980,SUKHDA MISRA,INDIAN NATIOANL CONGRESS (I),0,0
Faizabad,Uttar Pradesh,1980,JAI RAM VERMA,INDIAN NATIOANL CONGRESS (I),0,1
Faridkot,Punjab,1980,GURBINDER KAUR,INDIAN NATIOANL CONGRESS (I),0,1
Farrukhabad,Uttar Pradesh,1980,SIYA RAM GANGWAR,INDIAN NATIOANL CONGRESS (I),0,0
Fatehpur,Uttar Pradesh,1980,HARI KISHAN SHASTRI,INDIAN NATIOANL CONGRESS (I),0,1
Firozabad,Uttar Pradesh,1980,AZAD KUMAR KARDAM,INDIAN NATIOANL CONGRESS (I),0,0
Firozpur,Punjab,1980,BAL RAM,INDIAN NATIOANL CONGRESS (I),0,1
Gandhinagar,Gujarat,1980,AMRIT MOHANAL PATEL,INDIAN NATIOANL CONGRESS (I),0,1
Ganganagar,Rajasthan,1980,BIRBAL,INDIAN NATIOANL CONGRESS (I),0,1
Ganjam,Orissa,1980,RAMACHANDRA RATH,INDIAN NATIOANL CONGRESS (I),0,1
"Gaya, Nawada, and Aurangabad",Bihar,1980,KUNWAR RAM,INDIAN NATIOANL CONGRESS (I),0,1
Ghaziabad,Uttar Pradesh,1980,PREM MOHAN,INDIAN NATIOANL CONGRESS (I),0,0
Ghazipur,Uttar Pradesh,1980,LUTFAL HAQUE,INDIAN NATIOANL CONGRESS (I),1,0
Giridih,Bihar,1980,BINDESHWARI DUBEY,INDIAN NATIOANL CONGRESS (I),0,1
"Goa, Daman, and Diu",Bihar,1980,KAKODKAR PURSHOTTAM KESHAV,INDIAN NATIOANL CONGRESS (I),0,0
Godda,Bihar,1980,SAMIN UDIN,INDIAN NATIOANL CONGRESS (I),0,1
Gonda,Uttar Pradesh,1980,ANAND SINGH ALIAS ANNUBHAIYA,INDIAN NATIOANL CONGRESS (I),0,1
Gorakhpur,Uttar Pradesh,1980,MAHABIR PRASAD,INDIAN NATIOANL CONGRESS (I),0,1
Gulbarga,Karnataka,1980,DHARAMSINGH,INDIAN NATIOANL CONGRESS (I),0,1
Guna,Madhya Pradesh,1980,MADHAVRAO SEINDIA,INDIAN NATIOANL CONGRESS (I),0,1
Guntur,Andhra Pradesh,1980,N. G. RANGA,INDIAN NATIOANL CONGRESS (I),0,1
Gurdaspur,Punjab,1980,SUKHBANS KAUR,INDIAN NATIOANL CONGRESS (I),0,1
Gurgaon and Faridabad,Haryana,1980,TAYYAB HUSSAIN,INDIAN NATIOANL CONGRESS (I),0,1
Gwalior,Madhya Pradesh,1980,RAJENDRA SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Haora,West Bengal,1980,ARDHENDU HAZRA,INDIAN NATIOANL CONGRESS (I),0,0
Hardoi,Uttar Pradesh,1980,MANNI LAL,INDIAN NATIOANL CONGRESS (I),0,1
Haridwar,Uttaranchal,1980,SHAKUNTALA DEVI,INDIAN NATIOANL CONGRESS (I),0,0
Hassan,Karnataka,1980,H.N. NANJEGOWDA,INDIAN NATIOANL CONGRESS (I),0,1
Hathras,Uttar Pradesh,1980,DHARAM PAL,INDIAN NATIOANL CONGRESS (I),0,0
Hazaribagh,Bihar,1980,AZIMA HUSSAIN,INDIAN NATIOANL CONGRESS (I),0,0
Hingoli,Maharashtra,1980,UTTAMRAO BALIRAMJI RATHOD,INDIAN NATIOANL CONGRESS (I),0,1
Hisar,Haryana,1980,MANI RAM S/O RAMJAS,INDIAN NATIOANL CONGRESS (I),0,0
Hooghly,West Bengal,1980,GOPAL DAS NAG,INDIAN NATIOANL CONGRESS (I),0,0
Hoshangabad,Madhya Pradesh,1980,RAMESHWAR NIKHRA,INDIAN NATIOANL CONGRESS (I),0,1
Hoshiarpur,Punjab,1980,ZAIL SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Hyderabad,Andhra Pradesh,1980,K.S. NARAYANA,INDIAN NATIOANL CONGRESS (I),0,1
Indore,Madhya Pradesh,1980,PRAKASH CHAND SETHI,INDIAN NATIOANL CONGRESS (I),0,1
Inner Manipur,Manipur,1980,NIRNGTHOUJAM BENOY SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Jabalpur,Madhya Pradesh,1980,MUNDER SHARMA,INDIAN NATIOANL CONGRESS (I),0,1
Jagatsinghpur,Orissa,1980,LAKSHMAN MALLICK,INDIAN NATIOANL CONGRESS (I),0,1
Jaipur,Rajasthan,1980,DINESH CHNADRA SWAMI,INDIAN NATIOANL CONGRESS (I),0,0
Jajpur,Orissa,1980,ANADI CHARAN DAS,INDIAN NATIOANL CONGRESS (I),0,1
Jalandhar,Punjab,1980,RAJINDER SINGH SPARROW,INDIAN NATIOANL CONGRESS (I),0,1
Jalaun,Uttar Pradesh,1980,NATHURAM SHAKYAWAR,INDIAN NATIOANL CONGRESS (I),0,1
Jalgaon,Maharashtra,1980,YADAV SHIVRAM MAHAJAN,INDIAN NATIOANL CONGRESS (I),0,1
Jalna,Maharashtra,1980,BALASAHEB PAWAR,INDIAN NATIOANL CONGRESS (I),0,1
Jalore,Rajasthan,1980,VIRDA RAM,INDIAN NATIOANL CONGRESS (I),0,1
Jalpaiguri,West Bengal,1980,TUNA ORAON,INDIAN NATIOANL CONGRESS (I),0,0
Jammu,Jammu & Kashmir,1980,GIRDHARI LAL DOGRA,INDIAN NATIOANL CONGRESS (I),0,1
Jamnagar,Gujarat,1980,JADEJA DOLATSINHJI PRATAPSINHJI,INDIAN NATIOANL CONGRESS (I),0,1
Janjgir-Champa,Chhattisgarh,1980,RAMGOPAL TIWARI,INDIAN NATIOANL CONGRESS (I),0,1
Jaunpur,Uttar Pradesh,1980,NAGESHWAR DWIVEDI,INDIAN NATIOANL CONGRESS (I),0,0
Jehanabad,Bihar,1980,MAHENDARA PRASAD,INDIAN NATIOANL CONGRESS (I),0,1
Jhabua,Madhya Pradesh,1980,DILEEP SINGH BHURIA,INDIAN NATIOANL CONGRESS (I),0,1
Jhalawar,Rajasthan,1980,BRIJRAJ SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Jhansi,Uttar Pradesh,1980,VISHWA NATH SHARMA,INDIAN NATIOANL CONGRESS (I),0,1
Jhunjhunu,Rajasthan,1980,SHISH RAM OLA,INDIAN NATIOANL CONGRESS (I),0,0
Jodhpur,Rajasthan,1980,ASHOK GAHLOT,INDIAN NATIOANL CONGRESS (I),0,1
Junagadh,Gujarat,1980,PATEL MOHANLAL LALJIBHAI,INDIAN NATIOANL CONGRESS (I),0,1
Jyotiba Phule Nagar,Uttar Pradesh,1980,RASHID ALVI,INDIAN NATIOANL CONGRESS (I),0,0
Kachchh,Gujarat,1980,MEHTA MAHIPATRAY MULSHANKER,INDIAN NATIOANL CONGRESS (I),0,1
Kalahandi,Orissa,1980,RASABEHARI BEHARA,INDIAN NATIOANL CONGRESS (I),0,1
Kanchipuram,Tamil Nadu,1980,ANBARASU  ERA,INDIAN NATIOANL CONGRESS (I),0,1
Kandhamal,Orissa,1980,MRUTYUNJAYA NAYAK,INDIAN NATIOANL CONGRESS (I),0,1
"Kangra, Hamirpur, and Una",Himachal Pradesh,1980,VIKRAM CHAND MAHAJAN,INDIAN NATIOANL CONGRESS (I),0,1
Kanker,Chhattisgarh,1980,ARVIND NETAM,INDIAN NATIOANL CONGRESS (I),0,1
Kannauj,Uttar Pradesh,1980,BALRAM SINGH YADAV,INDIAN NATIOANL CONGRESS (I),0,0
Kanpur Nagar,Uttar Pradesh,1980,DWARIKA PRASAD SANKHWAR,INDIAN NATIOANL CONGRESS (I),0,0
Kanyakumari,Tamil Nadu,1980,"DENNIS, N.",INDIAN NATIOANL CONGRESS (I),0,1
Karimganj,Assam,1980,NIHAR RANJAN LASKAR,INDIAN NATIOANL CONGRESS (I),1,1
Karimnagar,Andhra Pradesh,1980,M.SATYANARAYANA RAO,INDIAN NATIOANL CONGRESS (I),0,1
Karnal,Haryana,1980,CHIRANJI LAL,INDIAN NATIOANL CONGRESS (I),0,1
Karur,Tamil Nadu,1980,DORAI SEBASTIAN S.A.,INDIAN NATIOANL CONGRESS (I),0,1
Kaushambi,Uttar Pradesh,1980,RAM NIHORE RAKESH,INDIAN NATIOANL CONGRESS (I),0,1
Kendrapara,Orissa,1980,GAYA CHANDRA BHUYAN,INDIAN NATIOANL CONGRESS (I),0,0
Kendujhar,Orissa,1980,HARIHAR SOREN,INDIAN NATIOANL CONGRESS (I),0,1
Khagaria,Bihar,1980,SATISH PD. SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Khammam,Andhra Pradesh,1980,B.RADHABAI ANANDA RAO,INDIAN NATIOANL CONGRESS (I),0,1
Kheda,Gujarat,1980,AJITSINH FULSINHJI DABHI,INDIAN NATIOANL CONGRESS (I),0,1
Khordha,Orissa,1980,CHINTAMANI PANIGRAHI,INDIAN NATIOANL CONGRESS (I),0,1
Kishanganj,Bihar,1980,ZAMILUR RAHMAN,INDIAN NATIOANL CONGRESS (I),0,1
Kolar,Karnataka,1980,S.N. PRASAN KUMAR,INDIAN NATIOANL CONGRESS (I),0,1
Kolhapur,Maharashtra,1980,MANE RAJARAM ALIAS BALASAHEB SHANKARRAO,INDIAN NATIOANL CONGRESS (I),1,1
Kolkata,West Bengal,1980,ASHOKE KUMAR SEN,INDIAN NATIOANL CONGRESS (I),0,1
Koppal,Karnataka,1980,H.G. RAMULU,INDIAN NATIOANL CONGRESS (I),0,1
Koraput,Orissa,1980,GIRIDHAR GOMANGO,INDIAN NATIOANL CONGRESS (I),1,1
Kota,Rajasthan,1980,BRIJ SUINDER,INDIAN NATIOANL CONGRESS (I),0,0
Krishna,Andhra Pradesh,1980,VIDYA CHENNUPATI,INDIAN NATIOANL CONGRESS (I),0,1
Kurnool,Andhra Pradesh,1980,K. VIJAYABHASKARA REDDI,INDIAN NATIOANL CONGRESS (I),0,1
Kurukshetra,Haryana,1980,JAGJIT SINGH MARWAHA,INDIAN NATIOANL CONGRESS (I),0,0
Kushinagar,Uttar Pradesh,1980,KUNWAR CHANDRA PRATAP NARAIN SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Lakhimpur Kheri,Uttar Pradesh,1980,BAL GOVIND VERMA,INDIAN NATIOANL CONGRESS (I),0,1
Lakshadweep,Lakshadweep,1980,AMANULLA BALIAPATHODA,INDIAN NATIOANL CONGRESS (I),0,0
Latur,Maharashtra,1980,SHIVRAJ VISHWANATH PATIL,INDIAN NATIOANL CONGRESS (I),0,1
Lucknow,Uttar Pradesh,1980,SHEILA KAUL,INDIAN NATIOANL CONGRESS (I),0,1
Ludhiana,Punjab,1980,DEVINDER SINGH GARCHA,INDIAN NATIOANL CONGRESS (I),0,1
Madhepura,Bihar,1980,RAMENDRA KUMAR YADAV RAVI,INDIAN NATIOANL CONGRESS (I),0,0
Madurai,Tamil Nadu,1980,SUBBURAMAN A.G.,INDIAN NATIOANL CONGRESS (I),0,1
Maharajganj,Uttar Pradesh,1980,ASHFAQ HUSAIN,INDIAN NATIOANL CONGRESS (I),0,1
Mahasamund,Chhattisgarh,1980,VIDYA CHARAN SHUKLA RAVISHANKAR SHUKLA,INDIAN NATIOANL CONGRESS (I),0,1
Mahbubnagar,Andhra Pradesh,1980,ANANTHARAMULU MALLU,INDIAN NATIOANL CONGRESS (I),0,1
Mahendragarh,Haryana,1980,BIRENDER SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Mahesana,Gujarat,1980,RAVAL NARENDRAKUMAR MOHANLAL,INDIAN NATIOANL CONGRESS (I),0,0
Mainpuri,Uttar Pradesh,1980,MAHARAJ SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Maldah,West Bengal,1980,ABDUL BARKAT ATAUL GHANI KHAN CHAWDHURY,INDIAN NATIOANL CONGRESS (I),0,1
Mandi,Himachal Pradesh,1980,VIR BAHADUR SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Mandla,Madhya Pradesh,1980,CHHOTELAL SONU,INDIAN NATIOANL CONGRESS (I),0,1
Mandsaur,Madhya Pradesh,1980,BHANWARLAL RAJMAL NAHATA,INDIAN NATIOANL CONGRESS (I),0,1
Mandya,Karnataka,1980,S.M. KRISHNA,INDIAN NATIOANL CONGRESS (I),0,1
Mathura,Uttar Pradesh,1980,ACHARAY LAXMI RAMAN,INDIAN NATIOANL CONGRESS (I),0,0
Mau,Uttar Pradesh,1980,KALPNATH,INDIAN NATIOANL CONGRESS (I),0,0
Mayurbhanj,Orissa,1980,MAN MOHAN TUDU,INDIAN NATIOANL CONGRESS (I),0,1
Medak,Andhra Pradesh,1980,INDIRA GANDHI,INDIAN NATIOANL CONGRESS (I),0,1
Medinipur,West Bengal,1980,PRADIP SARKAR,INDIAN NATIOANL CONGRESS (I),0,0
Meerut,Uttar Pradesh,1980,MOHSINA KIDWAI,INDIAN NATIOANL CONGRESS (I),0,1
Mirzapur,Uttar Pradesh,1980,AZIZ IMAM,INDIAN NATIOANL CONGRESS (I),0,1
Moradabad,Uttar Pradesh,1980,NAUBAT RAM,INDIAN NATIOANL CONGRESS (I),0,0
Morena,Madhya Pradesh,1980,BABULAL SOLANKI,INDIAN NATIOANL CONGRESS (I),0,1
Mumbai City,Maharashtra,1980,DEORA  MURLI SITARAM,INDIAN NATIOANL CONGRESS (I),0,0
Mumbai Suburban,Maharashtra,1980,RAMRAO ADIK,INDIAN NATIOANL CONGRESS (I),0,0
Munger,Bihar,1980,TARINI PRASAD SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Murshidabad,West Bengal,1980,JAGADISH SINHA,INDIAN NATIOANL CONGRESS (I),0,0
Muzaffarnagar,Uttar Pradesh,1980,NAZAR MOHAMMAD,INDIAN NATIOANL CONGRESS (I),0,0
"Muzaffarpur, Sitamhari, and Vaishali",Bihar,1980,RAJNI RANJAN PRASAD SAH,INDIAN NATIOANL CONGRESS (I),0,0
Mysore,Karnataka,1980,M. RAJASHEKARAMURTHY,INDIAN NATIOANL CONGRESS (I),0,1
Nabarangpur,Orissa,1980,KHAGAPATI PRADHANI,INDIAN NATIOANL CONGRESS (I),1,1
Nadia,West Bengal,1980,SANKAR DAS BANERJI,INDIAN NATIOANL CONGRESS (I),0,0
Nagapattinam,Tamil Nadu,1980,KUDANTHAI RAMALINGAM N.,INDIAN NATIOANL CONGRESS (I),1,1
Nagaur,Rajasthan,1980,MOHMAD USMAN,INDIAN NATIOANL CONGRESS (I),0,0
Nagpur,Maharashtra,1980,BARVE JATIRAM CHAITRAM,INDIAN NATIOANL CONGRESS (I),0,1
Nainital,Uttaranchal,1980,NARAYANA DATT TEWARI,INDIAN NATIOANL CONGRESS (I),0,1
Nalgonda,Andhra Pradesh,1980,G. S. REDDY,INDIAN NATIOANL CONGRESS (I),1,1
Namakkal,Tamil Nadu,1980,DEVARAJAN B.,INDIAN NATIOANL CONGRESS (I),1,1
Nanded,Maharashtra,1980,CHAVAN SHANKARRAO BHAURAO,INDIAN NATIOANL CONGRESS (I),0,1
Nandurbar,Maharashtra,1980,SURUPSING HIRYA NAIK,INDIAN NATIOANL CONGRESS (I),0,1
Nashik,Maharashtra,1980,KHANDOLE ZAMARU MANGALU,INDIAN NATIOANL CONGRESS (I),0,1
Nellore,Andhra Pradesh,1980,D. KAMAKSHAIAH,INDIAN NATIOANL CONGRESS (I),0,1
New Delhi,Delhi,1980,BHIKU RAM JAIN,INDIAN NATIOANL CONGRESS (I),0,1
Nilgiris,Tamil Nadu,1980,PRABHU R.,INDIAN NATIOANL CONGRESS (I),0,1
Nizamabad,Andhra Pradesh,1980,M. RAMGOPAL REDDY,INDIAN NATIOANL CONGRESS (I),0,1
North Arcot,Tamil Nadu,1980,VELU A.M.,INDIAN NATIOANL CONGRESS (I),0,1
Osmanabad,Maharashtra,1980,SAWANT TRIMBAK MAROTRAO,INDIAN NATIOANL CONGRESS (I),0,1
Outer Manipur,Manipur,1980,GOUZAGIN,INDIAN NATIOANL CONGRESS (I),0,1
Palamu,Bihar,1980,KAMLA KUMARI,INDIAN NATIOANL CONGRESS (I),0,1
Pali,Rajasthan,1980,MOOL CHAND DAGA,INDIAN NATIOANL CONGRESS (I),0,1
Panchmahal,Gujarat,1980,MAHARAOL JAYDEEPSINHJI SUBHAGSINHJI,INDIAN NATIOANL CONGRESS (I),0,1
Parbhani,Maharashtra,1980,YADAV RAMRAO NARAYANRAO,INDIAN NATIOANL CONGRESS (I),0,1
Parganas,West Bengal,1980,DEVI GHOSAL,INDIAN NATIOANL CONGRESS (I),0,0
Patan,Gujarat,1980,PARMAR HIRALAL RANCHHODDAS,INDIAN NATIOANL CONGRESS (I),0,1
Patiala,Punjab,1980,AMARENDER SINGH,INDIAN NATIOANL CONGRESS (I),0,1
Patna and Nalanda,Bihar,1980,RAM SHARAN PRASAD SINGH,INDIAN NATIOANL CONGRESS (I),0,0
Perambalur,Tamil Nadu,1980,MANI K.B.S.,INDIAN NATIOANL CONGRESS (I),0,1
Pilibhit,Uttar Pradesh,1980,HARISH KUMAR GANGWAR,INDIAN NATIOANL CONGRESS (I),0,1
Pondicherry,Pondicherry,1980,P. SHANMUGAM,INDIAN NATIOANL CONGRESS (I),0,1
Porbandar,Gujarat,1980,ODEDRA MALDEJI MANDLIKJI,INDIAN NATIOANL CONGRESS (I),0,1
Prakasam,Andhra Pradesh,1980,VENKATA REDDI PULI,INDIAN NATIOANL CONGRESS (I),0,1
Pratapgarh,Uttar Pradesh,1980,AJIT PRATAP SINGH,INDIAN NATIOANL CONGRESS (I),1,1
Pudukkottai,Tamil Nadu,1980,V.N. SWAMYNATHAN,INDIAN NATIOANL CONGRESS (I),0,1
Pune,Maharashtra,1980,PATIL SHANKARRAO BAJIRAO,INDIAN NATIOANL CONGRESS (I),0,1
